Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,HBSS_1 Spectral Count,HBSS_2 Spectral Count,HBSS_3 Spectral Count,HBSS_BafA1_1 Spectral Count,HBSS_BafA1_2 Spectral Count,HBSS_BafA1_3 Spectral Count,HBSS_1 Unique Spectral Count,HBSS_2 Unique Spectral Count,HBSS_3 Unique Spectral Count,HBSS_BafA1_1 Unique Spectral Count,HBSS_BafA1_2 Unique Spectral Count,HBSS_BafA1_3 Unique Spectral Count,HBSS_1 Total Spectral Count,HBSS_2 Total Spectral Count,HBSS_3 Total Spectral Count,HBSS_BafA1_1 Total Spectral Count,HBSS_BafA1_2 Total Spectral Count,HBSS_BafA1_3 Total Spectral Count,HBSS_1 Intensity,HBSS_2 Intensity,HBSS_3 Intensity,HBSS_BafA1_1 Intensity,HBSS_BafA1_2 Intensity,HBSS_BafA1_3 Intensity,HBSS_1 MaxLFQ Intensity,HBSS_2 MaxLFQ Intensity,HBSS_3 MaxLFQ Intensity,HBSS_BafA1_1 MaxLFQ Intensity,HBSS_BafA1_2 MaxLFQ Intensity,HBSS_BafA1_3 MaxLFQ Intensity,Indistinguishable Proteins
sp|P62888|RL30_HUMAN,P62888,RL30_HUMAN,RPL30,115,Homo sapiens OX=9606,1:Experimental evidence at protein level,60S ribosomal protein L30,1,0.999,7,66,66,66,11,9,11,12,12,11,11,9,11,12,12,11,11,9,11,12,12,11,2.96E+09,2.81E+09,2.94E+09,2.94E+09,2.84E+09,3.05E+09,7.06E+08,6.66E+08,6.80E+08,7.00E+08,6.88E+08,6.87E+08,
sp|P62899|RL31_HUMAN,P62899,RL31_HUMAN,RPL31,125,Homo sapiens OX=9606,1:Experimental evidence at protein level,60S ribosomal protein L31,1,0.999,8,40,40,40,4,7,8,7,7,7,4,7,8,7,7,7,4,7,8,7,7,7,2.59E+09,2.44E+09,2.61E+09,2.46E+09,2.37E+09,2.46E+09,6.51E+08,6.67E+08,6.59E+08,6.46E+08,6.28E+08,6.44E+08,
sp|P62906|RL10A_HUMAN,P62906,RL10A_HUMAN,RPL10A,217,Homo sapiens OX=9606,1:Experimental evidence at protein level,60S ribosomal protein L10a,1,0.999,10,105,105,105,17,18,17,18,18,17,17,18,17,18,18,17,17,18,17,18,18,17,4.76E+09,4.79E+09,4.65E+09,4.74E+09,4.75E+09,5.03E+09,9.81E+08,9.69E+08,9.87E+08,9.74E+08,1.01E+09,9.61E+08,
sp|P62910|RL32_HUMAN,P62910,RL32_HUMAN,RPL32,135,Homo sapiens OX=9606,1:Experimental evidence at protein level,60S ribosomal protein L32,1,0.999,8,56,56,56,11,11,9,7,7,11,11,11,9,7,7,11,11,11,9,7,7,11,2.51E+09,2.56E+09,2.53E+09,2.52E+09,2.61E+09,2.48E+09,9.06E+08,9.08E+08,9.11E+08,9.01E+08,9.59E+08,8.86E+08,
sp|P62913|RL11_HUMAN,P62913,RL11_HUMAN,RPL11,178,Homo sapiens OX=9606,1:Experimental evidence at protein level,60S ribosomal protein L11,1,0.999,8,43,43,43,9,6,7,6,6,9,9,6,7,6,6,9,9,6,7,6,6,9,4.32E+09,4.35E+09,4.34E+09,4.23E+09,4.15E+09,4.31E+09,1.19E+09,1.22E+09,1.20E+09,1.21E+09,1.18E+09,1.22E+09,
sp|P62917|RL8_HUMAN,P62917,RL8_HUMAN,RPL8,257,Homo sapiens OX=9606,1:Experimental evidence at protein level,60S ribosomal protein L8,1,0.999,10,75,75,75,12,13,15,11,14,10,12,13,15,11,14,10,12,13,15,11,14,10,3.90E+09,3.91E+09,3.91E+09,3.83E+09,4.05E+09,3.81E+09,1.02E+09,1.01E+09,1.02E+09,1.01E+09,1.05E+09,9.92E+08,
sp|P62942|FKB1A_HUMAN,P62942,FKB1A_HUMAN,FKBP1A,108,Homo sapiens OX=9606,1:Experimental evidence at protein level,Peptidyl-prolyl cis-trans isomerase FKBP1A,1,0.999,4,19,19,19,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,5.42E+08,5.32E+08,5.31E+08,5.65E+08,5.56E+08,5.40E+08,3.09E+08,2.87E+08,2.91E+08,3.27E+08,3.19E+08,3.13E+08,
sp|P62993|GRB2_HUMAN,P62993,GRB2_HUMAN,GRB2,217,Homo sapiens OX=9606,1:Experimental evidence at protein level,Growth factor receptor-bound protein 2,1,0.999,6,22,22,22,5,5,2,4,2,4,5,5,2,4,2,4,5,5,2,4,2,4,2.88E+08,2.86E+08,2.79E+08,3.06E+08,3.11E+08,2.98E+08,9.55E+07,9.45E+07,9.18E+07,9.84E+07,1.01E+08,9.74E+07,
sp|P62995|TRA2B_HUMAN,P62995,TRA2B_HUMAN,TRA2B,288,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transformer-2 protein homolog beta,1,0.999,8,46,37,46,8,9,8,6,6,9,6,8,6,5,5,7,8,9,8,6,6,9,4.78E+08,5.17E+08,4.97E+08,4.56E+08,4.51E+08,4.59E+08,1.70E+08,1.81E+08,1.84E+08,1.63E+08,1.64E+08,1.63E+08,
sp|P63000|RAC1_HUMAN,P63000,RAC1_HUMAN,RAC1,192,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ras-related C3 botulinum toxin substrate 1,1,0.999,9,50,23,52,8,8,8,8,11,7,3,5,4,3,5,3,8,8,8,8,12,8,8.80E+08,1.01E+09,8.40E+08,8.81E+08,1.06E+09,1.09E+09,2.72E+08,2.43E+08,2.67E+08,2.74E+08,2.75E+08,2.73E+08,
sp|P63010|AP2B1_HUMAN,P63010,AP2B1_HUMAN,AP2B1,937,Homo sapiens OX=9606,1:Experimental evidence at protein level,AP-2 complex subunit beta,1,0.999,27,171,64,171,28,28,28,27,27,33,13,12,12,8,9,10,28,28,28,27,27,33,1.85E+09,1.72E+09,1.76E+09,1.77E+09,1.83E+09,1.76E+09,1.50E+08,1.47E+08,1.46E+08,1.48E+08,1.47E+08,1.48E+08,
sp|P63096|GNAI1_HUMAN,P63096,GNAI1_HUMAN,GNAI1,354,Homo sapiens OX=9606,1:Experimental evidence at protein level,Guanine nucleotide-binding protein G(i) subunit alpha-1,1,0.999,13,52,30,69,8,9,10,7,9,9,5,5,6,3,5,6,11,12,13,10,12,11,7.51E+08,7.29E+08,7.26E+08,6.95E+08,6.65E+08,6.92E+08,1.76E+08,1.78E+08,1.73E+08,1.73E+08,1.71E+08,1.68E+08,
sp|P63104|1433Z_HUMAN,P63104,1433Z_HUMAN,YWHAZ,245,Homo sapiens OX=9606,1:Experimental evidence at protein level,14-3-3 protein zeta/delta,1,0.999,18,169,151,225,25,29,28,25,31,31,22,26,25,23,28,27,35,38,37,34,41,40,1.36E+10,1.42E+10,1.38E+10,1.44E+10,1.41E+10,1.43E+10,2.07E+09,2.14E+09,2.09E+09,2.09E+09,2.06E+09,2.07E+09,
sp|P63151|2ABA_HUMAN,P63151,2ABA_HUMAN,PPP2R2A,447,Homo sapiens OX=9606,1:Experimental evidence at protein level,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,1,0.999,7,37,15,37,8,6,4,6,7,6,3,3,2,2,3,2,8,6,4,6,7,6,2.52E+08,2.07E+08,2.70E+08,2.61E+08,2.40E+08,2.35E+08,5.88E+07,5.87E+07,5.77E+07,5.85E+07,5.63E+07,5.64E+07,
sp|P63167|DYL1_HUMAN,P63167,DYL1_HUMAN,DYNLL1,89,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Dynein light chain 1, cytoplasmic",1,0.999,3,36,24,36,7,5,6,6,7,5,5,3,4,4,5,3,7,5,6,6,7,5,6.24E+08,6.06E+08,6.11E+08,6.23E+08,5.88E+08,5.85E+08,4.63E+08,4.48E+08,4.51E+08,4.24E+08,4.07E+08,4.02E+08,
sp|P63172|DYLT1_HUMAN,P63172,DYLT1_HUMAN,DYNLT1,113,Homo sapiens OX=9606,1:Experimental evidence at protein level,Dynein light chain Tctex-type 1,1,0.999,2,17,17,17,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,6433108,8937476,5845016,8255149,9908549,9687389,3979037.8,5545723.5,0,5226358.5,6219512,6113392.5,
sp|P63173|RL38_HUMAN,P63173,RL38_HUMAN,RPL38,70,Homo sapiens OX=9606,1:Experimental evidence at protein level,60S ribosomal protein L38,1,0.999,4,44,44,44,7,7,7,7,8,8,7,7,7,7,8,8,7,7,7,7,8,8,9.78E+08,9.98E+08,9.85E+08,1.12E+09,1.09E+09,1.08E+09,3.86E+08,3.88E+08,3.86E+08,4.30E+08,4.38E+08,4.33E+08,
sp|P63208|SKP1_HUMAN,P63208,SKP1_HUMAN,SKP1,163,Homo sapiens OX=9606,1:Experimental evidence at protein level,S-phase kinase-associated protein 1,1,0.999,8,47,47,47,8,8,9,8,6,8,8,8,9,8,6,8,8,8,9,8,6,8,7.36E+08,7.49E+08,7.36E+08,7.39E+08,7.28E+08,7.38E+08,1.37E+08,1.37E+08,1.36E+08,1.36E+08,1.40E+08,1.38E+08,
sp|P63218|GBG5_HUMAN,P63218,GBG5_HUMAN,GNG5,68,Homo sapiens OX=9606,1:Experimental evidence at protein level,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5,1,0.999,3,13,7,13,3,2,2,2,2,2,2,1,1,1,1,1,3,2,2,2,2,2,1.42E+08,1.37E+08,1.34E+08,1.40E+08,8.58E+07,1.63E+08,9.90E+07,9.51E+07,9.20E+07,9.25E+07,0,9.37E+07,
sp|P63220|RS21_HUMAN,P63220,RS21_HUMAN,RPS21,83,Homo sapiens OX=9606,1:Experimental evidence at protein level,40S ribosomal protein S21,1,0.999,6,52,52,52,9,8,10,8,8,9,9,8,10,8,8,9,9,8,10,8,8,9,1.53E+09,1.36E+09,1.44E+09,1.42E+09,1.48E+09,1.51E+09,5.96E+08,5.94E+08,5.78E+08,6.11E+08,6.07E+08,6.03E+08,
sp|P63241|IF5A1_HUMAN,P63241,IF5A1_HUMAN,EIF5A,154,Homo sapiens OX=9606,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 5A-1,1,0.999,13,112,25,112,16,19,19,19,19,20,3,4,4,5,4,5,16,19,19,19,19,20,5.38E+09,5.39E+09,5.39E+09,5.56E+09,5.59E+09,5.59E+09,1.45E+09,1.45E+09,1.43E+09,1.45E+09,1.44E+09,1.45E+09,
sp|P63244|RACK1_HUMAN,P63244,RACK1_HUMAN,RACK1,317,Homo sapiens OX=9606,1:Experimental evidence at protein level,Receptor of activated protein C kinase 1,1,0.999,20,155,155,155,25,26,27,25,25,27,25,26,27,25,25,27,25,26,27,25,25,27,8.89E+09,8.72E+09,8.59E+09,8.86E+09,8.57E+09,9.09E+09,7.80E+08,7.80E+08,7.83E+08,7.64E+08,7.62E+08,7.87E+08,
sp|P63261|ACTG_HUMAN,P63261,ACTG_HUMAN,ACTG1,375,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Actin, cytoplasmic 2",1,0.999,25,1026,78,1026,163,167,164,184,187,161,14,13,12,13,14,12,163,167,164,184,187,161,1.88E+11,1.88E+11,1.87E+11,1.84E+11,1.84E+11,1.78E+11,2.70E+10,2.72E+10,2.71E+10,2.57E+10,2.61E+10,2.54E+10,
sp|P63272|SPT4H_HUMAN,P63272,SPT4H_HUMAN,SUPT4H1,117,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transcription elongation factor SPT4,0.9992,0.999,2,8,8,8,2,1,2,2,1,0,2,1,2,2,1,0,2,1,2,2,1,0,6.88E+07,6.63E+07,7.15E+07,6.73E+07,6.54E+07,7.44E+07,4.00E+07,3.84E+07,4.19E+07,3.94E+07,3.80E+07,4.35E+07,
sp|P63313|TYB10_HUMAN,P63313,TYB10_HUMAN,TMSB10,44,Homo sapiens OX=9606,1:Experimental evidence at protein level,Thymosin beta-10,1,0.999,3,25,25,25,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5,1.69E+09,1.58E+09,1.68E+09,1.87E+09,1.98E+09,1.72E+09,1.31E+09,1.35E+09,1.31E+09,1.57E+09,1.63E+09,1.44E+09,
sp|P67775|PP2AA_HUMAN,P67775,PP2AA_HUMAN,PPP2CA,309,Homo sapiens OX=9606,1:Experimental evidence at protein level,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,1,0.999,13,12,12,102,1,3,2,2,2,2,1,3,2,2,2,2,15,14,14,24,23,12,2.06E+08,1.94E+08,1.89E+08,2.24E+08,1.99E+08,1.96E+08,1.25E+08,1.19E+08,1.16E+08,1.34E+08,1.22E+08,1.20E+08,
sp|P67809|YBOX1_HUMAN,P67809,YBOX1_HUMAN,YBX1,324,Homo sapiens OX=9606,1:Experimental evidence at protein level,Y-box-binding protein 1,1,0.999,12,46,46,111,7,8,8,8,7,8,7,8,8,8,7,8,18,18,19,18,18,20,2.30E+09,2.27E+09,2.21E+09,2.15E+09,2.10E+09,2.17E+09,7.96E+08,8.07E+08,7.69E+08,7.81E+08,7.05E+08,7.22E+08,
sp|P67812|SC11A_HUMAN,P67812,SC11A_HUMAN,SEC11A,179,Homo sapiens OX=9606,1:Experimental evidence at protein level,Signal peptidase complex catalytic subunit SEC11A,1,0.999,4,19,19,19,4,3,3,2,3,4,4,3,3,2,3,4,4,3,3,2,3,4,2.37E+08,2.39E+08,2.38E+08,2.36E+08,2.37E+08,2.45E+08,8.81E+07,8.96E+07,8.94E+07,8.91E+07,8.91E+07,9.29E+07,
sp|P67870|CSK2B_HUMAN,P67870,CSK2B_HUMAN,CSNK2B,215,Homo sapiens OX=9606,1:Experimental evidence at protein level,Casein kinase II subunit beta,1,0.999,4,15,15,15,2,2,2,3,2,4,2,2,2,3,2,4,2,2,2,3,2,4,1.58E+08,1.66E+08,1.76E+08,1.50E+08,1.58E+08,1.64E+08,7.36E+07,7.45E+07,7.72E+07,7.04E+07,7.50E+07,7.28E+07,
sp|P67936|TPM4_HUMAN,P67936,TPM4_HUMAN,TPM4,248,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tropomyosin alpha-4 chain,1,0.999,28,184,76,184,28,28,31,29,35,33,11,11,12,12,16,14,28,28,31,29,35,33,5.30E+09,5.30E+09,5.30E+09,5.41E+09,5.26E+09,5.34E+09,7.75E+08,7.55E+08,7.70E+08,7.64E+08,7.44E+08,7.59E+08,
sp|P68032|ACTC_HUMAN,P68032,ACTC_HUMAN,ACTC1,377,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Actin, alpha cardiac muscle 1",1,0.999,18,95,0,621,16,17,15,14,17,16,0,0,0,0,0,0,97,99,93,121,118,93,2.68E+10,1.83E+10,2.54E+10,1.72E+10,1.74E+10,1.85E+10,9.41E+09,8.96E+09,8.81E+09,8.53E+09,8.73E+09,8.47E+09,
sp|P68036|UB2L3_HUMAN,P68036,UB2L3_HUMAN,UBE2L3,154,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ubiquitin-conjugating enzyme E2 L3,1,0.999,8,51,19,51,6,9,11,6,10,9,2,2,5,3,3,4,6,9,11,6,10,9,5.72E+08,6.19E+08,5.32E+08,5.72E+08,6.66E+08,6.02E+08,1.40E+08,1.44E+08,1.49E+08,1.58E+08,1.64E+08,1.56E+08,
sp|P68104|EF1A1_HUMAN,P68104,EF1A1_HUMAN,EEF1A1,462,Homo sapiens OX=9606,1:Experimental evidence at protein level,Elongation factor 1-alpha 1,1,0.999,20,306,0,306,52,49,52,48,57,48,0,0,0,0,0,0,52,49,52,48,57,48,3.86E+10,3.92E+10,3.87E+10,3.88E+10,3.91E+10,3.84E+10,5.98E+09,5.97E+09,5.88E+09,5.85E+09,6.06E+09,5.95E+09,
sp|P68366|TBA4A_HUMAN,P68366,TBA4A_HUMAN,TUBA4A,448,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tubulin alpha-4A chain,1,0.999,19,248,21,248,35,46,42,39,37,49,4,4,4,3,3,3,35,46,42,39,37,49,1.62E+10,1.63E+10,1.63E+10,1.59E+10,1.68E+10,1.57E+10,3.13E+09,3.14E+09,3.14E+09,3.01E+09,3.15E+09,3.07E+09,
sp|P68371|TBB4B_HUMAN,P68371,TBB4B_HUMAN,TUBB4B,445,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tubulin beta-4B chain,1,0.999,28,53,6,348,8,9,11,8,8,9,1,1,1,1,1,1,58,57,57,58,59,59,1.14E+09,1.27E+09,1.21E+09,8.18E+08,1.15E+09,1.08E+09,3.86E+08,4.11E+08,3.91E+08,3.01E+08,3.68E+08,3.60E+08,
sp|P68400|CSK21_HUMAN,P68400,CSK21_HUMAN,CSNK2A1,391,Homo sapiens OX=9606,1:Experimental evidence at protein level,Casein kinase II subunit alpha,1,0.999,13,74,4,74,12,13,10,12,13,14,1,1,1,0,1,0,12,13,10,12,13,14,9.09E+08,9.56E+08,8.45E+08,9.19E+08,9.11E+08,9.78E+08,1.64E+08,1.61E+08,1.60E+08,1.61E+08,1.67E+08,1.67E+08,
sp|P68402|PA1B2_HUMAN,P68402,PA1B2_HUMAN,PAFAH1B2,229,Homo sapiens OX=9606,1:Experimental evidence at protein level,Platelet-activating factor acetylhydrolase IB subunit alpha2,1,0.999,3,14,14,14,3,2,3,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,4.91E+07,5.15E+07,5.08E+07,7.58E+07,5.15E+07,5.57E+07,2.83E+07,2.95E+07,2.99E+07,2.87E+07,3.15E+07,3.10E+07,
sp|P68431|H31_HUMAN,P68431,H31_HUMAN,H3C12,136,Homo sapiens OX=9606,1:Experimental evidence at protein level,Histone H3.1,1,0.999,6,58,0,58,9,8,7,11,12,11,0,0,0,0,0,0,9,8,7,11,12,11,5.55E+10,5.54E+10,5.44E+10,5.50E+10,5.43E+10,5.45E+10,2.03E+10,1.99E+10,2.02E+10,2.42E+10,2.29E+10,2.42E+10,"sp|P84243|H33_HUMAN, sp|Q16695|H31T_HUMAN, sp|Q71DI3|H32_HUMAN"
sp|P68543|UBX2A_HUMAN,P68543,UBX2A_HUMAN,UBXN2A,259,Homo sapiens OX=9606,1:Experimental evidence at protein level,UBX domain-containing protein 2A,0.9776,0.9989,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1427275.6,0,0,0,0,0,0,0,0,0,
sp|P78316|NOP14_HUMAN,P78316,NOP14_HUMAN,NOP14,857,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nucleolar protein 14,1,0.999,12,64,64,64,11,13,11,10,9,10,11,13,11,10,9,10,11,13,11,10,9,10,1.88E+08,2.01E+08,1.89E+08,1.86E+08,2.10E+08,1.82E+08,4.58E+07,4.60E+07,4.52E+07,4.49E+07,4.80E+07,4.65E+07,
sp|P78318|IGBP1_HUMAN,P78318,IGBP1_HUMAN,IGBP1,339,Homo sapiens OX=9606,1:Experimental evidence at protein level,Immunoglobulin-binding protein 1,1,0.999,3,9,9,9,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,3.65E+07,3.54E+07,0,3.88E+07,3.62E+07,3.61E+07,0,0,0,0,0,0,
sp|P78329|CP4F2_HUMAN,P78329,CP4F2_HUMAN,CYP4F2,520,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cytochrome P450 4F2,0.9979,0.9977,2,4,1,4,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,6946248.5,0,5135572.5,6396941.5,0,0,0,0,0,0,0,
sp|P78330|SERB_HUMAN,P78330,SERB_HUMAN,PSPH,225,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phosphoserine phosphatase,0.9727,0.9986,1,4,4,4,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,3.83E+07,3.93E+07,3.53E+07,3.77E+07,2.85E+07,3.91E+07,0,0,0,0,0,0,
sp|P78332|RBM6_HUMAN,P78332,RBM6_HUMAN,RBM6,1123,Homo sapiens OX=9606,1:Experimental evidence at protein level,RNA-binding protein 6,0.9777,0.9989,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5429044.5,5637400,6568053.5,6047217,7078294.5,6839093.5,0,0,0,0,0,0,
sp|P78344|IF4G2_HUMAN,P78344,IF4G2_HUMAN,EIF4G2,907,Homo sapiens OX=9606,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 4 gamma 2,1,0.999,27,140,140,140,20,23,25,23,23,26,20,23,25,23,23,26,20,23,25,23,23,26,1.09E+09,1.06E+09,1.14E+09,1.11E+09,1.08E+09,1.23E+09,1.84E+08,1.82E+08,1.84E+08,1.82E+08,1.87E+08,1.91E+08,
sp|P78345|RPP38_HUMAN,P78345,RPP38_HUMAN,RPP38,283,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ribonuclease P protein subunit p38,0.9998,0.9988,2,7,7,7,2,0,1,2,1,1,2,0,1,2,1,1,2,0,1,2,1,1,2.46E+07,2.35E+07,2.63E+07,2.12E+07,2.24E+07,2.05E+07,0,0,0,0,0,0,
sp|P78346|RPP30_HUMAN,P78346,RPP30_HUMAN,RPP30,268,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ribonuclease P protein subunit p30,1,0.999,9,49,49,49,8,8,8,7,9,9,8,8,8,7,9,9,8,8,8,7,9,9,1.79E+08,2.08E+08,1.89E+08,1.84E+08,1.87E+08,2.18E+08,5.49E+07,5.57E+07,5.69E+07,5.36E+07,5.60E+07,5.85E+07,
sp|P78347|GTF2I_HUMAN,P78347,GTF2I_HUMAN,GTF2I,998,Homo sapiens OX=9606,1:Experimental evidence at protein level,General transcription factor II-I,1,0.999,29,179,174,179,34,30,29,27,28,31,33,29,28,26,28,30,34,30,29,27,28,31,2.15E+09,2.24E+09,2.28E+09,2.21E+09,2.43E+09,2.25E+09,1.35E+08,1.36E+08,1.37E+08,1.36E+08,1.38E+08,1.37E+08,
sp|P78371|TCPB_HUMAN,P78371,TCPB_HUMAN,CCT2,535,Homo sapiens OX=9606,1:Experimental evidence at protein level,T-complex protein 1 subunit beta,1,0.999,27,208,208,208,34,33,35,35,33,38,34,33,35,35,33,38,34,33,35,35,33,38,4.68E+09,4.18E+09,4.67E+09,4.55E+09,4.50E+09,4.51E+09,4.93E+08,4.80E+08,4.86E+08,4.81E+08,4.77E+08,4.72E+08,
sp|P78381|S35A2_HUMAN,P78381,S35A2_HUMAN,SLC35A2,396,Homo sapiens OX=9606,1:Experimental evidence at protein level,UDP-galactose translocator,0.977,0.9988,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.91E+07,1.96E+07,2.00E+07,2.03E+07,2.03E+07,2.01E+07,0,0,0,0,0,0,
sp|P78406|RAE1L_HUMAN,P78406,RAE1L_HUMAN,RAE1,368,Homo sapiens OX=9606,1:Experimental evidence at protein level,mRNA export factor,1,0.999,9,47,47,47,9,6,6,7,10,9,9,6,6,7,10,9,9,6,6,7,10,9,5.28E+08,5.00E+08,5.02E+08,5.14E+08,5.16E+08,4.95E+08,1.34E+08,1.25E+08,1.29E+08,1.29E+08,1.33E+08,1.27E+08,
sp|P78417|GSTO1_HUMAN,P78417,GSTO1_HUMAN,GSTO1,241,Homo sapiens OX=9606,1:Experimental evidence at protein level,Glutathione S-transferase omega-1,1,0.999,9,47,47,47,8,7,8,8,9,7,8,7,8,8,9,7,8,7,8,8,9,7,7.26E+08,7.80E+08,7.55E+08,7.79E+08,8.09E+08,7.84E+08,1.52E+08,1.54E+08,1.56E+08,1.61E+08,1.62E+08,1.62E+08,
sp|P78527|PRKDC_HUMAN,P78527,PRKDC_HUMAN,PRKDC,4128,Homo sapiens OX=9606,1:Experimental evidence at protein level,DNA-dependent protein kinase catalytic subunit,1,0.999,151,887,887,887,139,146,154,149,153,146,139,146,154,149,153,146,139,146,154,149,153,146,1.33E+10,1.28E+10,1.37E+10,1.33E+10,1.35E+10,1.26E+10,3.30E+08,3.30E+08,3.30E+08,3.24E+08,3.30E+08,3.26E+08,
sp|P78536|ADA17_HUMAN,P78536,ADA17_HUMAN,ADAM17,824,Homo sapiens OX=9606,1:Experimental evidence at protein level,Disintegrin and metalloproteinase domain-containing protein 17,0.9778,0.9989,1,4,4,4,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,6.25E+07,7.11E+07,6.75E+07,6.52E+07,6.00E+07,6.27E+07,0,0,0,0,0,0,
sp|P78549|NTH_HUMAN,P78549,NTH_HUMAN,NTHL1,312,Homo sapiens OX=9606,1:Experimental evidence at protein level,Endonuclease III-like protein 1,1,0.999,2,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.31E+07,2.18E+07,2.28E+07,2.83E+07,2.73E+07,2.19E+07,1.26E+07,1.20E+07,1.26E+07,1.54E+07,1.48E+07,1.21E+07,
sp|P79522|PRR3_HUMAN,P79522,PRR3_HUMAN,PRR3,188,Homo sapiens OX=9606,1:Experimental evidence at protein level,Proline-rich protein 3,0.9769,0.9988,1,5,5,5,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1127398.1,973789.94,748776,905457.5,872095.94,0,0,0,0,0,0,
sp|P80217|IN35_HUMAN,P80217,IN35_HUMAN,IFI35,286,Homo sapiens OX=9606,1:Experimental evidence at protein level,Interferon-induced 35 kDa protein,1,0.999,4,11,11,11,3,1,3,2,1,1,3,1,3,2,1,1,3,1,3,2,1,1,2.93E+07,2.71E+07,2.90E+07,3.18E+07,2.74E+07,3.00E+07,1.59E+07,1.62E+07,1.54E+07,1.70E+07,1.62E+07,1.72E+07,
sp|P80303|NUCB2_HUMAN,P80303,NUCB2_HUMAN,NUCB2,420,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nucleobindin-2,1,0.999,9,42,42,42,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,1.84E+08,3.02E+08,1.83E+08,1.78E+08,1.80E+08,1.77E+08,5.33E+07,5.54E+07,5.51E+07,5.13E+07,5.30E+07,5.14E+07,
sp|P80723|BASP1_HUMAN,P80723,BASP1_HUMAN,BASP1,227,Homo sapiens OX=9606,1:Experimental evidence at protein level,Brain acid soluble protein 1,1,0.999,14,103,103,103,17,16,17,18,18,17,17,16,17,18,18,17,17,16,17,18,18,17,6.36E+09,6.14E+09,6.12E+09,6.44E+09,5.86E+09,6.12E+09,1.09E+09,1.08E+09,1.03E+09,1.09E+09,9.98E+08,1.05E+09,
sp|P81605|DCD_HUMAN,P81605,DCD_HUMAN,DCD,110,Homo sapiens OX=9606,1:Experimental evidence at protein level,Dermcidin,0.9788,0.9989,1,5,5,5,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,2.19E+07,1.84E+07,0,0,0,0,0,0,0,0,0,
sp|P82094|TMF1_HUMAN,P82094,TMF1_HUMAN,TMF1,1093,Homo sapiens OX=9606,1:Experimental evidence at protein level,TATA element modulatory factor,1,0.999,3,10,10,10,2,0,2,3,2,1,2,0,2,3,2,1,2,0,2,3,2,1,2.06E+07,1.64E+07,1.03E+07,2.98E+07,1.22E+07,1.23E+07,1.12E+07,1.24E+07,0,1.35E+07,0,0,
sp|P82650|RT22_HUMAN,P82650,RT22_HUMAN,MRPS22,360,Homo sapiens OX=9606,1:Experimental evidence at protein level,"28S ribosomal protein S22, mitochondrial",1,0.999,9,32,32,32,5,5,4,6,5,7,5,5,4,6,5,7,5,5,4,6,5,7,2.30E+08,2.14E+08,2.23E+08,2.16E+08,2.32E+08,2.26E+08,6.16E+07,6.09E+07,6.05E+07,5.70E+07,6.21E+07,6.04E+07,
